"database_identifier"	"chemical_formula"	"inchi"	"smiles"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"modifications"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"Bur-C-1"	"Bur-C-2"	"Bur-C-3"	"Can-C-1"	"Can-C-2"	"Can-C-3"	"Col-C-1"	"Col-C-2"	"Col-C-3"	"Ct-C-1"	"Ct-C-2"	"Ct-C-3"	"Edi-C-1"	"Edi-C-2"	"Edi-C-3"	"Hi-C-1"	"Hi-C-2"	"Hi-C-3"	"Kn-C-1"	"Kn-C-2"	"Kn-C-3"	"Ler-C-1"	"Ler-C-2"	"Ler-C-3"	"Mt-C-1"	"Mt-C-2"	"Mt-C-3"	"No-C-1"	"No-C-2"	"No-C-3"	"Oy-C-1"	"Oy-C-2"	"Oy-C-3"	"Po-C-1"	"Po-C-2"	"Po-C-3"	"Rsch-C-1"	"Rsch-C-2"	"Rsch-C-3"	"Sf-C-1"	"Sf-C-2"	"Sf-C-3"	"Tsu-C-1"	"Tsu-C-2"	"Tsu-C-3"	"Wil-C-1"	"Wil-C-2"	"Will-C-3"	"Ws-C-1"	"Ws-C-2"	"Ws-C-3"	"Wu-C-1"	"Wu-C-2"	"Wu-C-3"	"Zu-C-1"	"Zu-C-2"	"Zu-C-3"
""	""	""	""	"Fatty acid derivative"	"309.20"	""	""	"636"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 35650.1855"	" 34331.5598"	"     0.00000"	" 30247.0985"	"0.000000e+00"	"     0.0000"	"  22378.1260"	"  19870.068"	"     0.00000"	" 31511.4619"	" 12540.8342"	"     0.0000"	" 23081.8308"	"  4790.8973"	"     0.0000"	"   5136.4158"	"  12993.025"	"     0.00000"	"  49295.6624"	" 11580.9867"	"     0.0000"	"   4347.367"	"  43594.0286"	"     0.00000"	"  50466.614"	"      0.0000"	"      0.000"	"  9737.8855"	" 29764.0812"	"     0.0000"	"   7314.7845"	" 6800.2879"	"     0.0000"	" 13324.8411"	"  7295.4266"	"     0.0000"	"  15229.6153"	"  28021.383"	"      0.0000"	"     0.0000"	" 24946.4935"	"     0.0000"	"  11884.040"	"  68286.327"	"     0.000"	"  11434.4139"	"0.000000e+00"	"      0.0000"	"   6662.8240"	"  31363.0125"	"     0.0000"	" 21418.549"	"  17772.2604"	"      0.0000"	"  3617.27008"	"  42545.4394"	"     0.0000"
""	""	""	""	"Azelaoyl lysoPC"	"426.19"	""	""	"234"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	"  5038.5062"	"     0.0000"	"  4801.89205"	"  3781.3210"	"5.856448e+03"	"     0.0000"	"   6990.8419"	"   4549.471"	"  6787.98206"	"  4756.0583"	"  2531.8570"	"  5355.1707"	"  2354.8653"	"  4750.4292"	"     0.0000"	"   3943.7135"	"   3951.208"	"  5010.22521"	"   4920.4985"	"  3904.7964"	"  3719.1099"	"   3540.512"	"   6164.9647"	"  4179.46167"	"   7759.262"	"   6273.4176"	"   4978.233"	"  8252.4773"	"  4018.4739"	"  3995.9818"	"      0.0000"	"    0.0000"	"  4709.8349"	"  4471.2277"	"  4887.3857"	"  5401.3143"	"   7741.6468"	"   3922.903"	"   8267.4209"	"  7987.0334"	"  2987.1755"	"  2962.7729"	"   7723.759"	"      0.000"	"  5505.568"	"   6813.0392"	"4.173684e+03"	"   6582.4972"	"   5537.4357"	"   4756.8458"	"  3629.8120"	"  6373.820"	"   3219.3861"	"   6677.8189"	"  3081.66126"	"   2557.7417"	"     0.0000"
""	""	""	""	"Azelaoyl lysoPC"	"426.19"	""	""	"246"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 16462.6149"	" 13109.0196"	" 17843.96096"	" 15613.6788"	"2.075275e+04"	"  8275.1091"	"  23953.1961"	"  18096.900"	" 10305.45616"	" 21406.9987"	"  8410.4647"	" 30488.1980"	"  8083.8682"	" 11279.7479"	"  6242.8767"	"  12365.2987"	"  20565.470"	" 15622.94767"	"  20655.2277"	" 14549.3522"	" 25124.8613"	"  16257.645"	"  27141.3746"	"  8778.13674"	"  26132.093"	"  23273.2097"	"  14735.072"	" 31354.8666"	" 21553.0523"	" 12094.4184"	"  12335.1149"	" 7163.7956"	"  9883.5035"	" 16945.5856"	" 19524.1150"	" 14868.4571"	"  46693.8811"	"  19293.975"	"  24389.6320"	" 14929.7942"	"  8015.5664"	"  9948.3934"	"  19366.569"	"  10536.789"	" 16027.874"	"  27287.3807"	"1.973554e+04"	"  21445.0256"	"  16971.6523"	"  20579.5243"	" 14968.1861"	" 21297.091"	"  12490.1547"	"  18934.1891"	"  5523.10431"	"  10522.5415"	"  7560.8196"
""	""	""	""	"C4H10O Hex"	"259.11"	""	""	"168"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	"180659.2806"	" 98474.9649"	" 39568.91647"	"234833.1631"	"8.175685e+04"	" 53122.7061"	" 236950.7993"	" 190657.866"	"203579.70300"	"391288.5499"	"106072.1694"	"134517.4051"	" 51204.8376"	" 95922.2167"	" 49098.3199"	"  59345.2273"	"  99948.309"	" 83227.21585"	" 166874.4885"	"181872.2032"	" 97817.1252"	" 136125.618"	" 113009.6681"	" 79946.20417"	" 326928.129"	"  15958.7993"	"  47341.940"	"110520.1910"	"228780.1308"	" 28044.4484"	" 107058.3096"	"45286.0959"	" 58694.1775"	" 76704.2951"	" 73570.5344"	" 30288.2913"	"  49392.3471"	"  71359.293"	"  36335.4916"	" 27235.2951"	" 71053.7544"	" 47376.2551"	"  98422.813"	" 103944.673"	"145318.633"	" 108733.8937"	"1.073206e+05"	" 116537.6533"	" 233729.1709"	" 248952.7970"	" 22296.5834"	" 50393.759"	" 108845.5070"	"  67948.2070"	"129653.80800"	" 150814.6231"	" 30746.3727"
""	""	""	""	"C4H10O Malonyl-Hex"	"345.11"	""	""	"234"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	"104930.6575"	" 79361.3180"	" 88172.62260"	" 38601.3844"	"8.440175e+04"	" 50835.8221"	"  92398.6635"	"  58641.042"	" 72125.37068"	" 64882.1561"	" 17557.1103"	" 50740.6136"	" 54469.7526"	"157279.6085"	" 75618.2780"	"  27960.3137"	" 154521.246"	" 60312.88288"	" 265398.0154"	"160291.5032"	" 57763.2382"	" 137300.832"	"  80030.0395"	"149090.11030"	" 141827.074"	"  22687.8345"	"  45496.136"	" 58082.0744"	" 94798.5618"	" 46970.0150"	" 123643.3347"	" 5642.7477"	" 36344.5159"	" 77467.6997"	" 94654.4527"	" 39219.6105"	"  52154.2957"	"  76450.656"	"  47610.5645"	" 30596.0607"	" 48408.8694"	" 64682.8492"	" 119979.931"	"  39111.079"	"130234.091"	" 136239.8919"	"9.249249e+04"	"  34511.0419"	"  80701.5439"	"  95989.5615"	" 11720.3173"	" 65143.497"	"  55604.2951"	"  82996.8902"	"210144.30800"	"  42018.5806"	" 52885.0034"
""	""	""	""	"C4H10O Hex-DeoxyHex"	"381.18"	""	""	"204"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	"355382.2868"	"187477.0481"	"126166.32410"	"409636.2467"	"3.025070e+05"	"166432.5360"	" 612473.7595"	" 521494.363"	"383859.97780"	"463674.2565"	"216056.9675"	"237275.8619"	"169945.1811"	"137459.2340"	" 98069.5381"	"  86524.9569"	" 100153.411"	"234082.55560"	" 614551.8154"	"372628.9937"	"188240.6914"	" 214349.446"	" 366641.8093"	" 97617.45926"	" 443547.509"	"  73241.2537"	" 140958.462"	"260078.5804"	"409905.2364"	"143332.6180"	" 215570.0047"	"59809.4620"	"114920.5991"	"130719.8673"	" 96972.6469"	"109189.3031"	" 179605.3892"	" 127886.713"	" 143921.5841"	"167752.9271"	"228214.1905"	"150760.4019"	" 189969.320"	" 104680.765"	"137031.949"	" 440456.4358"	"2.742564e+05"	" 195581.3673"	" 346043.9534"	" 274714.5712"	" 41728.1926"	"296727.669"	" 240458.2199"	" 185813.9682"	"223767.55540"	" 303748.2702"	" 82199.1622"
""	""	""	""	"C4H10O Malonyl-Hex-DeoxyHex"	"423.19"	""	""	"252"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	"107059.3964"	" 57588.4811"	"109045.24560"	"118021.1128"	"2.061988e+05"	" 79985.8784"	" 177629.7038"	" 152622.710"	"159121.95180"	"144223.7510"	" 61816.3305"	"146206.1902"	" 98879.1496"	" 82708.7702"	" 61335.6193"	"  27671.8211"	"  64308.195"	" 74407.68833"	" 387267.2574"	"185273.0045"	" 78567.5980"	"  93660.310"	" 134044.0751"	" 82185.87450"	" 153930.269"	"  30439.1620"	"  51147.012"	" 87672.3590"	"217915.6162"	" 88324.1826"	" 115803.9026"	"12810.0381"	" 86338.1870"	" 48057.9520"	" 41682.4872"	" 48312.1722"	"  75504.9002"	"  96750.735"	"  94232.0632"	" 87983.6850"	" 72375.3305"	" 60528.0163"	" 118241.140"	"  41721.451"	" 74196.082"	" 168949.9899"	"1.173732e+05"	"  76874.4522"	" 150846.6836"	" 123491.0560"	" 13289.5172"	"112924.152"	"  89539.2120"	"  72891.1999"	"119977.76970"	"  69792.3847"	" 52349.3123"
""	""	""	""	"C7H9N5O Hex"	"340.12"	""	""	" 72"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 22525.7969"	" 14773.4313"	" 12696.17699"	" 16125.5222"	"1.243411e+04"	" 16540.9565"	"  43029.2135"	"  27494.461"	" 26166.78624"	"  8580.2048"	"  3966.3733"	"     0.0000"	"     0.0000"	"     0.0000"	"     0.0000"	"  14148.3832"	"  19210.166"	"  3320.18534"	"   8358.9925"	"  8257.2796"	"  4347.0923"	"  11379.391"	"  12021.8661"	"  4853.83150"	"  32165.690"	"  16568.0211"	"  22208.110"	" 51452.9680"	" 38137.9674"	" 25015.9827"	"  28830.0910"	"24291.0111"	" 20480.5040"	" 24678.0828"	" 21888.3509"	" 28452.0455"	"  20986.2609"	"  23730.296"	"  24612.4435"	" 25547.6020"	" 20766.4102"	" 13947.4921"	"  36584.709"	"  32703.198"	" 20176.800"	"  14315.8494"	"9.445576e+03"	"   4589.7849"	"   7112.1160"	"   3737.1157"	" 13493.1109"	" 29110.448"	"  33395.3492"	"  22209.8977"	" 24455.42779"	"  45632.9841"	" 17743.9510"
""	""	""	""	"C9H10O3 Hex"	"327.11"	""	""	"198"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 68277.9145"	" 64537.1980"	" 18537.43327"	"  5748.3455"	"3.875997e+04"	" 62011.8035"	"  90193.0634"	"  42250.582"	"114620.42110"	" 13286.0141"	" 10171.2523"	" 15670.2012"	" 16159.0309"	"283031.8574"	" 46232.1456"	"  14151.2272"	"  28814.757"	" 11865.87420"	"  31719.2963"	" 26497.0641"	"  5156.0353"	"  15529.821"	"  14585.0737"	" 73006.72236"	"  21859.945"	"  54823.9190"	"  17448.887"	" 50446.8057"	" 41655.8668"	" 18573.5422"	"  16864.8504"	" 3324.0362"	" 50345.8095"	" 54897.7744"	" 25668.9808"	"  6169.4205"	"  11165.2474"	"  36171.477"	"  28782.5148"	" 23188.1678"	" 44076.1641"	" 24855.3117"	"  34916.196"	"  44492.215"	" 30234.717"	"  23474.2155"	"3.609400e+04"	"  20796.6826"	"  12684.0670"	" 115448.8346"	" 22984.4980"	" 14875.560"	"  18637.1711"	"  85218.8807"	" 16991.37061"	"  33847.9050"	"  9332.5712"
""	""	""	""	"C12H16O5 Hex"	"401.14"	""	""	"204"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 22555.5985"	" 18235.3185"	" 10952.03638"	"     0.0000"	"1.462070e+04"	"     0.0000"	"  57446.3622"	"  89963.297"	" 43903.23960"	" 38722.1966"	" 28373.7071"	" 13472.2053"	" 16748.9809"	" 19887.2354"	" 14429.8162"	"   7448.3439"	"  22682.644"	" 12192.51885"	"  50567.4190"	" 50161.7942"	" 18190.5444"	"  18804.922"	"  60818.4532"	" 11371.70880"	"  24116.413"	"  36653.9774"	"  36060.916"	" 13414.2613"	" 29628.7999"	" 13055.9236"	"  19454.1922"	" 6975.1312"	"  6529.1927"	"  8792.2849"	" 22844.0548"	" 26378.1437"	"  17175.2715"	"  17625.661"	"  16882.7597"	"  7132.8657"	" 30979.9464"	"  8905.0308"	"   7960.158"	"  11420.106"	" 20168.174"	"  62275.8538"	"6.680524e+04"	"  28919.7941"	"  14600.1379"	"  11420.1463"	"  6849.8184"	" 36985.244"	"  55956.1703"	"  41763.3255"	"  2879.12621"	"  19677.8033"	"  4743.5634"
""	""	""	""	"C7H14O4 Malonyl-Hex"	"365.14"	""	""	"210"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	"  3356.0437"	" 16113.6531"	" 14147.73582"	"     0.0000"	"0.000000e+00"	"     0.0000"	"  11559.5269"	"  35331.099"	"  5637.76481"	"  5992.7784"	" 10640.9961"	" 14026.3723"	" 17998.5159"	" 19677.4599"	" 13817.4210"	"      0.0000"	"      0.000"	"  7494.14386"	"   8737.0753"	" 13668.4534"	" 29512.2956"	"   9598.135"	"   5730.6571"	"  2777.30259"	"  21814.892"	"   9292.1885"	"   4484.403"	" 10599.4843"	"  3815.8885"	"  5230.8373"	"   9596.1488"	"13235.6577"	" 30200.0555"	" 10104.0778"	" 34304.3864"	"  6340.9762"	"   3544.2242"	"  15023.926"	"  78538.4639"	"     0.0000"	"     0.0000"	"     0.0000"	"  13139.990"	"  52716.224"	" 10340.267"	"  11973.7895"	"8.697782e+03"	"   9131.4639"	"  11380.8633"	"   8490.0237"	"     0.0000"	"  5082.952"	"  29396.5351"	"   5946.5634"	" 20333.07840"	"   7493.0897"	"  5196.4435"
""	""	""	""	"C12H16O6 Hex"	"441.14"	""	""	"270"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	"292501.4375"	"374430.0312"	"158504.04688"	"790102.0000"	"7.651087e+05"	"161767.9375"	" 276032.8438"	" 172905.484"	"158510.59375"	"290145.0625"	"119291.3984"	"137002.9219"	"257146.6406"	"219423.9062"	" 78678.6172"	" 351680.5625"	" 284670.344"	"123681.40625"	" 834705.9375"	"651587.0000"	"172876.1562"	"  77353.953"	" 127147.2422"	" 56834.88672"	" 211175.812"	" 249542.8281"	" 133048.891"	"649841.5000"	"844916.1250"	"272091.7188"	" 270972.1875"	"40426.3477"	" 74217.2969"	"523440.4688"	"734552.0625"	"312328.8750"	" 331526.2500"	" 391944.594"	"  84288.8281"	"356599.5312"	"321627.5312"	"193991.7656"	" 646239.625"	" 316029.531"	"233752.719"	" 825605.7500"	"3.946534e+05"	" 150314.2656"	" 263676.5312"	" 406021.7188"	" 83164.8047"	"338477.469"	" 367402.5938"	" 128045.7031"	"532093.31250"	" 210039.9062"	" 86496.4219"
""	""	""	""	"C12H16O6 Hex"	"441.14"	""	""	"282"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	"550733.1875"	"569164.4375"	"375116.03125"	"     0.0000"	"0.000000e+00"	"   917.2949"	" 553065.6875"	" 444995.250"	"430965.53125"	"  1601.9508"	"  1313.0253"	"   761.5375"	"283503.5000"	"327108.1562"	"172625.8750"	" 831112.0625"	" 839303.875"	"273353.28125"	"      0.0000"	"   280.5424"	"  2256.6287"	" 362447.406"	" 493147.9062"	"222189.68750"	" 674942.062"	" 738986.5000"	" 389689.688"	"   678.1179"	"     0.0000"	"     0.0000"	" 416445.6562"	"76237.2188"	"144881.8281"	"   447.1818"	"     0.0000"	"   894.3636"	" 625863.9375"	" 696999.125"	" 215417.6875"	"     0.0000"	"     0.0000"	"     0.0000"	" 843592.562"	" 440766.719"	"555380.000"	"1914138.2500"	"1.090000e+06"	" 464595.3125"	" 378634.5938"	" 659508.8750"	"265627.8750"	"629568.000"	" 702205.8125"	" 337731.6250"	"  4869.03418"	"   1673.8932"	"  5223.3721"
""	""	""	""	"Unknown"	"279.08"	""	""	"324"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	"  8699.4229"	" 30763.3119"	"  2962.24397"	" 23164.7156"	"2.301698e+04"	"     0.0000"	"   6361.0027"	"   7400.669"	"  5967.39552"	"  5904.2843"	"  3405.7234"	"     0.0000"	" 18103.7642"	" 17446.6711"	"  2165.9320"	"   5085.5342"	"   5763.184"	"     0.00000"	"   3127.8537"	" 21651.5951"	"     0.0000"	"      0.000"	"   1908.7637"	"     0.00000"	"   3085.862"	"   3630.8893"	"   2711.595"	" 14929.0123"	" 22143.5845"	"     0.0000"	"   3528.2172"	"    0.0000"	"     0.0000"	"  6293.0163"	" 21938.8696"	"  4557.0629"	"   5071.7477"	"  14949.984"	"      0.0000"	" 25825.9794"	" 26125.2794"	"     0.0000"	"  15831.769"	"   6582.816"	"     0.000"	"  56353.3939"	"1.340766e+04"	"   2801.7891"	"   5255.9462"	"  14597.0692"	"     0.0000"	" 10129.058"	"  10073.5961"	"      0.0000"	" 15410.28852"	"   3567.3733"	"     0.0000"
""	""	""	""	"Unknown"	"279.08"	""	""	"336"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 36632.7444"	" 47382.3272"	"  4371.04824"	"  7683.4632"	"0.000000e+00"	"     0.0000"	"  35020.0942"	"  41244.839"	" 21058.59649"	"  2766.0001"	"     0.0000"	"     0.0000"	" 24515.2507"	" 14199.2286"	"  2007.8065"	"  17443.6782"	"  18955.957"	"     0.00000"	"      0.0000"	"     0.0000"	"     0.0000"	"   7760.550"	"  58125.0040"	"  3096.21092"	"  19738.350"	"  27692.8170"	"   9518.068"	"  2016.5387"	"  9624.2889"	"     0.0000"	"  12041.8808"	" 1750.0149"	"     0.0000"	"   806.8934"	"  2879.6315"	"     0.0000"	"  25527.1130"	"  35461.065"	"   1811.6763"	"  5798.9419"	"     0.0000"	"     0.0000"	"  36929.069"	"  25287.333"	"  6167.444"	" 248427.6762"	"9.582022e+04"	"   8829.8229"	"  12325.5585"	"  52338.8019"	"     0.0000"	" 41699.520"	"  25097.3176"	"   4941.2356"	"     0.00000"	"   5267.6672"	"     0.0000"
""	""	""	""	"C14H28O5 Malonyl-Hex"	"479.25"	""	""	"402"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 10503.4887"	" 19788.9038"	" 29100.69267"	" 18036.2398"	"4.778726e+04"	" 17765.6648"	"  23855.7213"	"  33875.803"	" 31305.15706"	" 15011.0175"	" 17698.4041"	" 47528.6834"	"  8067.7262"	" 19074.3415"	" 18414.5061"	"   4450.1306"	"  26608.029"	" 20351.00337"	"  37741.4280"	" 33633.8314"	" 14227.5999"	"  22351.579"	"  22315.7216"	" 30735.58803"	"  15957.974"	"  20606.9219"	"  17771.564"	" 17816.8632"	" 46650.0942"	" 35430.6608"	"  20403.4218"	" 4054.0552"	" 19075.5206"	" 10145.5561"	" 19433.7554"	" 12685.3135"	"  17127.7562"	"  42693.472"	"  28582.0137"	" 12502.3365"	" 16375.6366"	" 21110.8327"	"  30480.494"	"  21753.802"	" 51589.357"	"  25681.8177"	"2.224388e+04"	"  27869.9139"	"  13352.2413"	"  27556.9004"	"  5717.3713"	" 23730.069"	"  27513.7811"	"  31612.6319"	" 33423.13779"	"  17623.6253"	" 22987.6928"
""	""	""	""	"C18H19N5O7 Sulfate"	"496.08"	""	""	"234"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 27466.6145"	" 29837.7195"	" 14897.68512"	"  7364.8003"	"2.052254e+04"	"  6491.4229"	"  96152.2722"	"  61415.645"	" 51487.32129"	" 13449.3838"	"  5885.5448"	"  7094.7489"	"  5653.9861"	"  4121.5655"	"  3685.4039"	"  41043.9769"	"  43277.788"	"  4514.33235"	"  14424.2440"	"  9692.9575"	"  4887.6756"	"   6939.050"	"   8141.8104"	"  5339.09905"	"  43387.855"	"  59097.0456"	"  17964.391"	" 30518.6164"	" 38553.2521"	" 14712.1705"	"  70206.0322"	"10881.6491"	" 28518.7980"	" 21039.8678"	" 25234.5190"	" 16536.8967"	"  80637.4827"	"  99209.491"	"  68139.6279"	" 61261.8050"	" 38897.9155"	" 34479.5679"	"  75034.622"	"  48168.408"	" 41475.972"	"  17666.3289"	"1.673223e+04"	"   9027.3928"	"   7882.2809"	"   6499.3412"	" 30002.5135"	" 58800.624"	"  52065.2771"	"  40478.8385"	" 36228.09249"	"  39472.8140"	" 19612.4883"
""	""	""	""	"Unknown secondary amine"	"122.09"	""	""	" 66"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	"  5633.8485"	"  9944.4206"	" 65966.67176"	"     0.0000"	"6.051725e+03"	" 33022.8568"	"      0.0000"	"   9988.174"	" 57641.09392"	" 12024.5130"	"  7693.4427"	" 62165.2585"	"  8702.7368"	" 21682.8324"	" 34189.3146"	"  47266.0316"	"      0.000"	" 79821.42281"	"  36167.9806"	" 16999.3588"	" 25047.7478"	"  11430.804"	"   6074.0601"	" 10374.82778"	"  25872.208"	"   5927.7346"	"  30779.298"	" 11047.5684"	"     0.0000"	" 45478.2419"	"  21003.8090"	" 8219.5371"	" 51009.0766"	"  6227.6527"	" 16115.2867"	"  6663.6927"	"  18763.2531"	"  16653.613"	"  27305.8866"	" 17628.2168"	" 12921.1846"	"124400.4662"	"  27713.607"	"      0.000"	"171699.053"	"  11924.7182"	"6.312038e+03"	"  27460.2452"	"      0.0000"	"  11021.9663"	" 71202.4766"	"     0.000"	"  12089.0383"	"  39250.9871"	"  9901.66532"	"  13565.5378"	"104823.2282"
""	""	""	""	"Unknown"	"443.16"	""	""	"234"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 99042.7382"	" 17001.8331"	"  6785.64189"	"     0.0000"	"0.000000e+00"	"     0.0000"	"  50364.1834"	"  15263.803"	"109835.29550"	" 52774.1784"	" 13446.5164"	" 10521.4016"	"276133.4870"	" 32161.4976"	" 70532.2417"	"  41922.5584"	"  10641.946"	" 18082.98736"	"  38585.8146"	"  8093.4654"	"  6505.3485"	"  34428.153"	"  30242.1445"	"  9856.33508"	" 181641.697"	"   7692.2758"	"  88021.788"	"     0.0000"	"     0.0000"	"     0.0000"	" 108758.4179"	"28767.2521"	" 60508.5275"	"113410.7659"	" 15958.5278"	"126512.2032"	" 159204.8023"	"  25003.407"	"  54975.5720"	" 42938.4810"	" 10442.9100"	"  6719.1134"	" 190303.361"	"  22470.693"	" 90007.004"	" 308702.2479"	"7.601045e+04"	"  40619.0333"	"  14715.5671"	"  17426.4065"	" 26580.4713"	"116483.832"	"  19139.8641"	"  20553.5745"	" 32607.37283"	"  34930.5021"	" 26469.7670"
""	""	""	""	"Unknown"	"471.15"	""	""	"186"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 24360.7460"	" 15932.5669"	"     0.00000"	"     0.0000"	"0.000000e+00"	"     0.0000"	"  39968.6338"	"  85589.590"	"  8848.81251"	" 11404.5491"	"     0.0000"	"     0.0000"	" 65760.8327"	" 14526.6870"	"     0.0000"	"   9207.9858"	"      0.000"	"     0.00000"	"   7033.7663"	"     0.0000"	"     0.0000"	"   9365.535"	"  43767.6985"	"     0.00000"	"  76995.566"	"      0.0000"	"  11582.318"	"     0.0000"	"     0.0000"	"     0.0000"	"  41129.1260"	" 4798.5272"	"     0.0000"	" 41461.6927"	" 77174.5198"	" 15029.9077"	"  28827.4922"	"  12194.750"	"      0.0000"	" 32639.8095"	"  7766.7425"	"     0.0000"	"  99426.023"	"   7631.934"	"  7190.973"	"  38913.9329"	"5.482313e+04"	"      0.0000"	"   3312.9214"	"   4465.2476"	"     0.0000"	" 61907.727"	"   5874.1783"	"      0.0000"	"     0.00000"	"  31165.9408"	"     0.0000"
""	""	""	""	"Unknown"	"237.04"	""	""	"258"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	"  8926.0401"	"  8539.5540"	"     0.00000"	"  8287.7802"	"1.727690e+04"	" 12309.4986"	"  14427.1366"	"  10268.478"	"  9920.51202"	" 20896.5055"	"  5668.7848"	"  8623.1658"	"  3269.7245"	"     0.0000"	"     0.0000"	"   3090.3959"	"   2948.572"	" 14070.34483"	"   6575.3366"	" 13601.1254"	"  6390.7988"	"   4391.316"	"   4067.7874"	"  3956.91890"	"   3707.888"	"      0.0000"	"      0.000"	"     0.0000"	"     0.0000"	"     0.0000"	"      0.0000"	"    0.0000"	"     0.0000"	"     0.0000"	"     0.0000"	"     0.0000"	"  12440.3490"	"   9615.978"	"   5849.9397"	"     0.0000"	"     0.0000"	"     0.0000"	"  18350.297"	"  12424.579"	"  6688.079"	"   7019.0421"	"8.219316e+03"	"   6640.8034"	"  13232.5615"	"  16989.6481"	"  3326.5270"	"  3323.403"	"   3069.5533"	"   4505.8166"	"     0.00000"	"      0.0000"	"     0.0000"
""	""	""	""	"Unknown"	"445.33"	""	""	"576"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 79164.3797"	" 97958.5271"	" 37083.60657"	"     0.0000"	"0.000000e+00"	"     0.0000"	"  40776.0992"	"  37405.388"	" 18540.85209"	"157444.7860"	"122961.9710"	" 35850.8075"	"116165.9492"	"161574.8133"	" 93907.1072"	" 171778.9583"	" 139486.681"	" 43465.67233"	"  73874.5517"	" 61794.9102"	" 19656.8843"	"  43125.553"	"  52851.4018"	" 29529.04505"	"  62415.748"	"  42621.2906"	"  27022.830"	" 19332.2293"	" 14846.6000"	"  6225.4303"	"  25093.6466"	"22825.3316"	" 18723.0269"	" 23583.2551"	" 12166.3878"	" 17790.7951"	"  37233.0880"	"  65711.099"	"  29037.5294"	"     0.0000"	"     0.0000"	"     0.0000"	"   9605.588"	"   8970.470"	"  5695.471"	" 139235.8174"	"7.303975e+04"	"  49076.5919"	"  34644.7576"	"  57563.8283"	" 91072.9568"	" 39118.526"	"  34338.0064"	"  14814.9526"	" 69119.57989"	" 107457.1472"	" 39444.2538"
